x=0.7034912 , y=6.376877 , z=7.085144
x=5.1637115 , y=10.97348 , z=7.7120667
x=1.9716797 , y=6.960724 , z=5.4317017
x=-3.1537476 , y=2.428711 , z=4.1108704
x=-4.5272217 , y=8.571091 , z=15.182465
x=-4.833496 , y=3.9457703 , z=1.902298
x=-0.011962891 , y=8.688339 , z=7.2669983
x=2.3665009 , y=5.843277 , z=6.1423798
x=2.794815 , y=3.9050903 , z=9.456436
x=2.8953094 , y=7.3052826 , z=16.362122
x=1.4667969 , y=2.8594208 , z=0.46420288
x=3.2015991 , y=9.265015 , z=13.220352
x=0.04307556 , y=6.340973 , z=10.966309
x=-1.5792694 , y=3.797409 , z=3.5126648
x=1.0528412 , y=9.174088 , z=11.789444
x=0.59820557 , y=3.7782745 , z=1.7204437
x=1.179657 , y=8.437088 , z=9.339188
x=-0.6006012 , y=8.374878 , z=8.329422
x=-0.8374939 , y=5.9078827 , z=1.3902283
x=2.7278137 , y=9.305695 , z=12.193817
x=2.7828522 , y=6.5395813 , z=4.4817505
x=3.0867462 , y=6.898514 , z=3.390625
x=3.345169 , y=10.590637 , z=13.0169525
x=0.27757263 , y=6.0227356 , z=4.340576
x=0.19381714 , y=6.9655 , z=6.0346985
x=0.7992096 , y=7.389038 , z=10.033112
x=0.31106567 , y=5.170883 , z=6.0442657
x=1.3878326 , y=7.922638 , z=8.587845
x=0.85902405 , y=7.7072754 , z=7.9824524
x=-0.38046265 , y=5.173279 , z=3.6562347
x=0.16989136 , y=7.1401825 , z=9.896713
x=-0.47616577 , y=6.2069855 , z=6.8697968
x=0.7130585 , y=5.3647156 , z=2.3521423
x=2.8283234 , y=9.449265 , z=11.408981
x=0.38285828 , y=5.8169556 , z=7.1904297
x=-1.1222382 , y=6.1160583 , z=6.16391
x=-0.071777344 , y=7.381851 , z=8.145172
x=0.7657013 , y=5.3862457 , z=6.9583282
x=1.1006927 , y=5.95813 , z=8.085342
x=0.035888672 , y=6.898514 , z=8.171494
x=-0.7800598 , y=6.9798584 , z=7.9130707
x=-0.31825256 , y=5.9102783 , z=6.0059814
x=0.7417755 , y=7.010971 , z=9.621536
x=-0.27757263 , y=5.4101715 , z=4.646866
x=-0.20817566 , y=6.8004 , z=4.8311157
x=-0.31106567 , y=7.9944153 , z=10.43988
x=-1.6175537 , y=5.4843445 , z=8.910873
x=-1.5720825 , y=6.171097 , z=5.95813
x=0.25602722 , y=6.336197 , z=5.9078827
x=0.5934143 , y=7.5876465 , z=12.483353
x=-1.6941223 , y=5.022537 , z=5.194824
x=-1.9405823 , y=6.151947 , z=4.6133575
x=-0.6149597 , y=7.697708 , z=9.308075
x=-0.43070984 , y=5.5585327 , z=5.9605255
x=-0.18424988 , y=7.3172455 , z=6.070587
x=-0.41874695 , y=3.969696 , z=1.179657
x=0.6412811 , y=8.989838 , z=15.04129
x=-1.0935211 , y=5.024933 , z=7.8101807
x=-0.28234863 , y=5.3288116 , z=4.4315033
x=1.8855438 , y=7.032501 , z=11.621933
x=-0.29670715 , y=4.400406 , z=9.712463
x=-2.268402 , y=3.2518463 , z=4.8382874
x=-1.5433655 , y=7.1569366 , z=9.073578
x=-1.0671997 , y=5.7332 , z=7.4273224
x=-1.0863342 , y=7.1856537 , z=8.437088
x=-0.29193115 , y=3.809372 , z=2.3665009
x=1.5385895 , y=9.643082 , z=13.550552
x=-0.3756714 , y=5.132599 , z=2.9288177
x=-0.007171631 , y=8.164307 , z=7.2023926
x=-0.25125122 , y=8.707489 , z=13.35434
x=-1.4667969 , y=3.871582 , z=1.385437
x=1.4380798 , y=8.879761 , z=8.5950165
x=0.19381714 , y=5.974884 , z=6.4008026
x=-2.670395 , y=6.5324097 , z=8.379669
x=-2.321045 , y=5.580063 , z=5.2331085
x=0.31106567 , y=8.587845 , z=9.511475
x=1.4763641 , y=4.1276245 , z=2.1176453
x=1.9884338 , y=8.843872 , z=10.545166
x=-0.9188385 , y=6.0442657 , z=4.9459686
x=-1.2849426 , y=6.8434753 , z=6.2859497
x=0.5742798 , y=10.267609 , z=12.500107
x=-0.5814514 , y=6.173477 , z=5.7188416
x=0.48095703 , y=5.9605255 , z=4.8478546
x=2.1391907 , y=7.9082794 , z=9.181259
x=0.110076904 , y=5.8743744 , z=0.68196106
x=-1.3280182 , y=6.2117615 , z=5.252243
x=-1.7036896 , y=9.509079 , z=12.94278
x=-1.2059784 , y=5.93898 , z=4.8765717
x=1.964508 , y=12.117249 , z=13.122238
x=0.21534729 , y=5.211563 , z=4.9531403
x=0.6771698 , y=4.0055847 , z=3.2853394
x=2.9527435 , y=9.12384 , z=11.306091
x=0.7298126 , y=6.094513 , z=-2.7804565
x=-0.7393799 , y=7.9369965 , z=2.3018951
x=-1.6007996 , y=7.9704895 , z=11.36351
x=-1.0456696 , y=8.070984 , z=11.535797
x=1.5170441 , y=11.129013 , z=12.3589325
x=1.0001984 , y=6.2596283 , z=1.5433655
x=1.9525452 , y=2.3377838 , z=3.2303162
x=2.1966095 , y=9.166901 , z=15.132217
x=-2.0123596 , y=4.1443634 , z=-5.38385
x=-1.763504 , y=10.68396 , z=2.2181396
x=-1.071991 , y=7.2215424 , z=11.310867
x=0.0765686 , y=10.679169 , z=15.840485
x=0.39242554 , y=8.154739 , z=9.674179
x=1.5816498 , y=4.610962 , z=0.45703125
x=3.7375946 , y=4.8047943 , z=9.506683
x=0.6316986 , y=6.1160583 , z=5.601593
x=-3.728012 , y=6.4749756 , z=-2.2468567
x=-3.3260193 , y=9.348755 , z=6.833908
x=-0.7465668 , y=9.628723 , z=13.732407
x=1.8233337 , y=9.913467 , z=12.069397
x=1.9405823 , y=6.9870453 , z=3.4073792
x=3.115448 , y=2.9479523 , z=5.8456726
x=2.2612152 , y=7.130615 , z=11.1362
x=-2.4502563 , y=4.5559387 , z=-2.9886322
x=-3.4217377 , y=10.045074 , z=2.045868
x=-2.0937195 , y=7.2669983 , z=9.686142
x=0.8614197 , y=11.32283 , z=15.950562
x=0.550354 , y=8.161911 , z=5.3168488
x=1.6103668 , y=3.8141632 , z=1.7467651
x=3.4002075 , y=5.87677 , z=14.806793
x=0.46899414 , y=4.7114716 , z=3.103485
x=-2.2994995 , y=9.310471 , z=-1.5625153
x=-3.0771637 , y=7.3172455 , z=4.7449646
x=-1.3997955 , y=9.635895 , z=16.66362
x=-1.0743713 , y=8.822342 , z=11.045273
x=0.18664551 , y=5.30249 , z=-0.5790558
x=3.5389862 , y=5.924637 , z=11.215164
x=2.8666077 , y=4.285553 , z=7.4680023
x=-1.2945099 , y=7.5684967 , z=0.5383911
x=-3.9457703 , y=7.166504 , z=1.552948
x=-2.292328 , y=9.734009 , z=12.208176
x=-0.4019928 , y=9.245865 , z=12.294327
x=-0.105285645 , y=5.9437714 , z=2.0243225
x=2.5579224 , y=6.3194427 , z=10.411179
x=3.1178436 , y=5.64946 , z=8.824738
x=-0.100494385 , y=6.3385925 , z=0.110076904
x=-2.9814606 , y=6.0131683 , z=2.4478607
x=-2.3186493 , y=9.190826 , z=13.31366
x=-1.4763641 , y=9.32962 , z=9.681366
x=-0.9188385 , y=6.5611267 , z=0.7034912
x=2.1248322 , y=5.2331085 , z=11.368301
x=3.3260193 , y=5.860016 , z=12.10289
x=0.7130585 , y=6.623337 , z=1.804184
x=-2.1032867 , y=7.101898 , z=1.2442627
x=-2.498108 , y=7.8675995 , z=11.56929
x=-2.2277222 , y=10.195816 , z=13.174881
x=-2.5914307 , y=7.2311096 , z=-2.498108
x=1.6749725 , y=5.67099 , z=7.350754
x=4.3334045 , y=7.5996094 , z=13.421341
x=0.98583984 , y=5.2546387 , z=-0.96191406
x=-1.902298 , y=7.759918 , z=1.3423767
x=-2.622528 , y=6.8123627 , z=11.612366
x=-1.964508 , y=9.753143 , z=14.565109
x=-2.1176453 , y=7.7120667 , z=-0.5742798
x=1.1413727 , y=5.2139587 , z=6.752548
x=3.8644104 , y=6.798004 , z=13.887939
x=1.6342926 , y=4.3836517 , z=-0.29431152
x=-1.0695953 , y=7.8173523 , z=1.3878326
x=-2.732605 , y=6.312271 , z=11.066803
x=-2.761322 , y=9.5282135 , z=15.873993
x=-3.1011047 , y=7.372284 , z=0.5240326
x=0.48335266 , y=5.4963074 , z=6.4247284
x=3.8524475 , y=7.204788 , z=12.885345
x=1.799408 , y=5.268997 , z=-1.0815582
x=-0.9882355 , y=8.334198 , z=-0.15553284
x=-2.9527435 , y=7.4033966 , z=9.607178
x=-2.8139648 , y=9.786652 , z=13.986053
x=-2.2372894 , y=8.446671 , z=0.62213135
x=1.2538452 , y=6.857834 , z=7.199997
x=3.8356934 , y=7.0779724 , z=11.87558
x=1.8664093 , y=5.34317 , z=0.6029968
x=-1.1509552 , y=7.8460693 , z=1.1078796
x=-3.6418762 , y=7.068405 , z=10.626526
x=-3.9840546 , y=8.927628 , z=13.816162
x=-2.670395 , y=7.2837524 , z=0.8566284
x=1.8305054 , y=6.867401 , z=9.643082
x=4.3358 , y=5.4556427 , z=10.322632
x=1.9956207 , y=6.173477 , z=1.0815582
x=-1.4333038 , y=7.3962097 , z=0.7417755
x=-4.1683044 , y=8.516052 , z=11.387436
x=-4.421936 , y=9.233902 , z=11.231903
x=-2.4550323 , y=7.372284 , z=-0.8566284
x=3.0293121 , y=7.903488 , z=9.882355
x=4.8957214 , y=5.625519 , z=8.549561
x=2.2085724 , y=7.5637054 , z=0.0047912598
x=-2.2660065 , y=7.331604 , z=0.5264282
x=-4.134796 , y=8.709869 , z=14.232513
x=-3.8452606 , y=9.107086 , z=10.054642
x=-1.1509552 , y=6.8697968 , z=-1.0337067
x=3.694519 , y=9.198013 , z=12.342178
x=3.8644104 , y=3.9170532 , z=6.9056854
x=1.7946167 , y=8.398804 , z=2.3162537
x=-1.483551 , y=7.1976166 , z=1.8257294
x=-3.1609192 , y=9.310471 , z=13.373489
x=-3.1250305 , y=9.422943 , z=8.123627
x=-0.8638153 , y=6.324234 , z=1.2873383
x=2.9623108 , y=8.951553 , z=13.399811
x=2.5100708 , y=3.426529 , z=4.23291
x=1.105484 , y=7.939392 , z=1.0959167
x=-1.483551 , y=7.307678 , z=3.8572235
x=-3.139389 , y=9.619141 , z=13.476379
x=-2.9623108 , y=8.726624 , z=3.8572235
x=0.624527 , y=7.2215424 , z=3.3714905
x=4.381256 , y=7.968094 , z=12.134003
x=3.4576263 , y=5.024933 , z=4.3238373
x=1.3375854 , y=8.121246 , z=1.9094696
x=-1.5218353 , y=8.477768 , z=7.326828
x=-3.270996 , y=9.889542 , z=13.727631
x=-3.2614136 , y=7.812561 , z=2.2660065
x=0.95951843 , y=7.7982025 , z=7.281357
x=4.094116 , y=6.5850525 , z=10.205383
x=2.876175 , y=6.5036926 , z=3.1633148
x=-0.011962891 , y=6.850647 , z=1.4811554
x=-3.0197449 , y=8.372482 , z=11.440079
x=-4.3956146 , y=9.731613 , z=12.047867
x=-2.4526367 , y=7.298111 , z=0.54556274
x=2.9766693 , y=9.5282135 , z=10.961517
x=5.0775757 , y=5.120636 , z=7.2382812
x=3.1058807 , y=8.013565 , z=2.096115
x=-0.04547119 , y=7.422531 , z=0.55513
x=-2.9072723 , y=8.867798 , z=10.3537445
x=-4.1730804 , y=9.449265 , z=8.566299
x=-2.1439667 , y=7.762314 , z=3.1633148
x=2.108078 , y=10.157532 , z=11.554947
x=3.775879 , y=3.775879 , z=5.070389
x=2.6273193 , y=6.4941254 , z=3.838089
x=-0.61016846 , y=5.407776 , z=2.572281
x=-3.4552307 , y=9.188446 , z=12.684357
x=-4.68515 , y=8.286346 , z=3.0915222
x=-1.3016968 , y=7.1234283 , z=4.833496
x=3.2015991 , y=7.9369965 , z=12.270401
x=4.3836517 , y=4.99382 , z=6.3553314
x=3.0867462 , y=8.154739 , z=4.598999
x=-1.0911255 , y=7.6331024 , z=2.7684937
x=-3.6442719 , y=9.152542 , z=11.26062
x=-4.943573 , y=8.341385 , z=4.3358
x=-2.0650024 , y=7.668991 , z=4.5056915
